id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
8396,2.608613,tcp,smtp,FIN,26,22,8377,1776,18.017237,254,252,24702.7832,5201.231445,10,8,104.34452,120.713289,6851.603615,202.18175,255,3981269114,3480497083,255,0.094617,0.034366,0.060251,322,81,0,0,1,1,1,1,1,1,0,0,0,2,1,0,DoS
8397,0.424446,tcp,http,FIN,10,10,756,4214,44.764235,62,252,12835.55566,71490.83594,2,3,47.160667,41.158889,2868.561787,3155.765169,255,3629507110,2661552476,255,0.065861,0.053247,0.012614,76,421,1,1663,1,1,1,1,1,1,0,0,1,2,1,0,Exploits
8398,0.381968,tcp,-,FIN,10,6,726,268,39.270306,254,252,13697.48242,4691.492676,2,1,38.885,61.028,2038.271273,80.908102,255,2871710305,3368308584,255,0.116037,0.076824,0.039213,73,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode
8399,5.092308,tcp,pop3,FIN,50,228,2254,276240,54.395767,62,252,3470.332031,432069.6875,7,112,103.899962,22.219536,6004.093378,2736.407607,255,3399350797,1777131003,255,0.128927,0.070686,0.058241,45,1212,0,0,1,1,2,1,1,1,0,0,0,3,1,0,Exploits
8400,2.419256,tcp,-,FIN,28,92,1446,104088,49.188677,62,252,4612.988281,340458.4063,6,44,89.602073,26.061329,4939.809173,2585.202475,255,1726816201,923309849,255,0.094568,0.031909,0.062659,52,1131,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
8401,0.926018,tcp,-,FIN,10,8,564,354,18.358174,254,252,4388.683594,2678.133789,2,1,102.103556,130.91257,7032.259968,202.953984,255,316811644,1759984001,255,0.044482,0.009627,0.034855,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8402,2.097541,ospf,-,INT,42,0,2688,0,19.546697,254,0,10007.90918,0,0,0,51.159535,0,55.640574,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS
8403,2.097541,ospf,-,INT,42,0,2688,0,19.546697,254,0,10007.90918,0,0,0,51.159535,0,55.640574,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS
8404,2.097541,ospf,-,INT,42,0,2688,0,19.546697,254,0,10007.90918,0,0,0,51.159535,0,55.640574,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits
8405,0.000015,ipv6,-,INT,2,0,86,0,66666.66835,254,0,22933334,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS
8406,2.097541,ospf,-,INT,42,0,2688,0,19.546697,254,0,10007.90918,0,0,0,51.159535,0,55.640574,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits
8407,0.000015,ipv6,-,INT,2,0,86,0,66666.66835,254,0,22933334,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits
8408,0.000015,ipv6,-,INT,2,0,86,0,66666.66835,254,0,22933334,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits
8409,1.096193,tcp,-,FIN,10,8,564,354,15.508219,254,252,3707.376465,2262.375488,2,1,121.690222,145.164578,7802.345713,196.605469,255,708089296,746239361,255,0.145052,0.080027,0.065025,56,44,0,0,7,1,2,1,1,1,0,0,0,12,2,0,Reconnaissance
8410,3.301275,tcp,smtp,FIN,92,30,94281,2164,36.652505,62,252,225990.2656,5069.556641,42,8,36.680834,111.030656,3463.57362,164.327266,255,2978787562,1040557895,255,0.210598,0.080375,0.130223,1025,72,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
8411,0.952024,tcp,-,FIN,10,8,564,354,17.856693,254,252,4268.799805,2604.976318,2,1,102.488556,125.860711,7013.922978,177.134266,255,2414529700,4104991549,255,0.146924,0.070995,0.075929,56,44,0,0,2,1,2,2,1,2,0,0,0,2,3,0,Reconnaissance
8412,0.446249,tcp,-,FIN,10,6,534,268,33.61352,254,252,8622.988281,4015.695312,2,1,46.266,79.189,2665.383973,123.068227,255,3538605072,998616093,255,0.110182,0.050303,0.059879,53,45,0,0,8,1,2,2,1,5,0,0,0,3,5,0,Fuzzers
8413,0.413486,tcp,http,FIN,10,6,1060,268,36.276923,254,252,18457.69922,4333.883301,2,1,43.132667,65.075602,2184.422584,96.116875,255,1548927996,1229885622,255,0.144271,0.088103,0.056168,106,45,1,0,3,1,1,2,1,1,0,0,1,2,1,0,Reconnaissance
8414,0.71386,tcp,-,FIN,10,8,588,354,23.814194,254,252,5939.540039,3474.070557,2,1,74.738778,92.331141,5051.518149,138.244313,255,3231544023,940825505,255,0.138471,0.067534,0.070937,59,44,0,0,8,1,1,1,1,3,0,0,0,2,3,0,Fuzzers
8415,0.797136,tcp,-,FIN,12,8,1946,620,23.83533,254,252,17904.0957,5449.509277,3,2,69.392547,100.77857,3751.200567,150.805859,255,799487514,4290526807,255,0.135888,0.091684,0.044204,162,78,0,0,11,1,1,1,1,2,0,0,0,4,2,0,Exploits
8416,1.158814,tcp,ftp-data,FIN,8,8,364,1968,12.944269,62,252,2202.251709,11888.0166,1,2,165.379714,154.881578,11434.7917,302.135625,255,2305442419,1941128625,255,0.141111,0.074634,0.066477,46,246,0,0,1,1,2,1,1,2,0,0,0,4,1,0,Exploits
8417,1.158814,tcp,ftp-data,FIN,8,8,364,1968,12.944269,62,252,2202.251709,11888.0166,1,2,165.379714,154.881578,11434.7917,302.135625,255,2305442419,1941128625,255,0.141111,0.074634,0.066477,46,246,0,0,1,1,2,1,1,2,0,0,0,4,1,0,Exploits
8418,0.726167,tcp,-,FIN,10,8,534,354,23.410592,254,252,5299.056152,3415.192383,2,1,75.802111,93.575141,4959.842447,139.563984,255,3365578902,1601085280,255,0.135881,0.07114,0.064741,53,44,0,0,11,1,2,2,1,4,0,0,0,4,4,0,Fuzzers
8419,0.744129,tcp,-,FIN,10,6,534,268,20.157795,254,252,5171.146484,2408.18457,2,1,78.203222,128.539398,4462.844284,208.320672,255,530422161,1271812995,255,0.179628,0.101427,0.078201,53,45,0,0,11,1,1,1,1,4,0,0,0,3,4,0,Fuzzers
8420,0.327605,tcp,http,FIN,10,6,898,268,45.786846,254,252,19755.49805,5470.001953,2,1,34.227444,54.932199,1732.407189,81.175117,255,1292084243,2884340969,255,0.082739,0.052942,0.029797,90,45,1,0,2,1,2,1,1,2,0,0,1,1,5,0,Exploits
8421,1.791718,tcp,-,FIN,10,8,564,354,9.4881,254,252,2268.214111,1384.146362,2,1,194.342111,241.553141,14446.59591,366.171281,255,3645437865,1044171108,255,0.186475,0.100838,0.085637,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8422,1.245107,tcp,http,FIN,10,10,808,2014,15.259732,62,252,4677.509277,11648.79785,2,2,138.345222,126.911,8931.792419,196.113422,255,618640688,2636937136,255,0.108774,0.060204,0.04857,81,201,1,567,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
8423,0.425316,tcp,http,FIN,10,6,954,268,35.267894,254,252,16157.39844,4213.337891,2,1,46.050556,72.639602,2527.899235,129.009344,255,1608620172,3662380827,255,0.134711,0.062098,0.072613,95,45,1,0,3,1,1,1,1,1,0,0,1,1,2,0,Exploits
8424,1.160168,tcp,-,FIN,18,20,1018,4176,31.891931,62,252,6633.521973,27361.55273,6,8,68.245176,55.457212,3347.730715,3045.262142,255,2753552027,3010070472,255,0.135462,0.078771,0.056691,57,209,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
8425,1.117624,tcp,http,FIN,10,10,780,998,17.00035,62,252,5024.945801,6435.080078,2,2,124.180444,117.22,9090.142286,175.677453,255,1737075102,3304018606,255,0.133849,0.061939,0.07191,78,100,1,55,2,1,2,1,1,1,0,0,1,2,1,0,DoS
8426,0.53699,tcp,http,FIN,10,6,1190,268,27.933482,254,252,15955.60449,3337.119873,2,1,54.468556,88.81,2913.911524,139.680172,255,2638622762,2033295382,255,0.205082,0.092939,0.112143,119,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
8427,0.856358,tcp,-,FIN,12,10,860,554,24.522455,254,252,7370.749023,4661.602051,3,2,75.703366,87.856445,5172.062189,133.916812,255,985057852,111557196,255,0.125673,0.06564,0.060033,72,55,0,0,5,1,1,1,1,1,0,0,0,12,1,0,Exploits
8428,2.097981,tcp,pop3,FIN,24,48,1136,43648,33.842061,62,252,4152.563965,162971.9219,7,22,91.216565,43.69683,5739.617713,4059.8863,255,2327209837,3338232010,255,0.117367,0.043608,0.073759,47,909,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS
8429,30.121977,ospf,-,INT,42,0,2184,0,1.361132,254,0,566.231079,0,0,0,734.682437,0,861.593813,0,0,0,0,0,0,0,0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS
8430,30.121977,ospf,-,INT,42,0,2184,0,1.361132,254,0,566.231079,0,0,0,734.682437,0,861.593813,0,0,0,0,0,0,0,0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits
8431,1.31214,tcp,-,FIN,10,8,564,354,12.955935,254,252,3097.230469,1890.042236,2,1,145.793333,173.779141,10520.19219,265.035844,255,3028166137,3787072216,255,0.146836,0.095155,0.051681,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8432,1.919414,tcp,smtp,FIN,24,22,6815,1804,23.444655,62,252,27224.97461,7177.19043,9,8,83.452784,86.836094,4806.687264,112.021469,255,1139138598,2013947700,255,0.117291,0.06914,0.048151,284,82,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
8433,0.889174,tcp,smtp,FIN,20,12,12180,912,34.863818,254,252,104105.6094,7521.587402,7,4,44.67163,75.01082,2895.622018,92.359422,255,4063457867,1039889764,255,0.118763,0.064047,0.054716,609,76,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Exploits
8434,0.681307,tcp,ftp-data,FIN,8,10,364,4242,24.95204,62,252,3745.741455,44831.47656,1,3,97.329569,67.638444,6344.040502,5242.334366,255,3161827781,3153241234,255,0.097984,0.038598,0.059386,46,424,0,0,1,1,2,1,1,2,0,0,0,3,1,0,Exploits
8435,0.842116,tcp,http,FIN,10,8,744,1028,20.187243,62,252,6364.918945,8549.890625,2,2,93.568444,105.839289,5406.352468,226.155734,255,1993052449,2723157922,255,0.131102,0.072228,0.058874,74,129,1,117,1,1,1,1,1,1,0,0,1,1,1,0,DoS
8436,0.232187,tcp,http,FIN,10,6,834,268,64.603099,254,252,25875.69531,7717.916992,2,1,24.678889,37.378398,1308.702502,58.69825,255,3231371098,2074411343,255,0.088896,0.04529,0.043606,83,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
8437,0.000003,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,84,0,0,0,6,2,1,1,1,2,0,0,0,2,1,0,Reconnaissance
8438,0.830303,tcp,-,FIN,10,8,564,354,20.474453,254,252,4894.598633,2986.861328,2,1,92.241889,110.225859,6137.405531,164.121359,255,3927132822,1599215851,255,0.126727,0.058714,0.068013,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8439,0.680163,tcp,-,FIN,10,6,588,268,22.053536,254,252,6233.799805,2634.662354,2,1,68.478333,117.546398,3667.011215,181.847703,255,105322063,2377938922,255,0.188495,0.092425,0.09607,59,45,0,0,4,1,1,1,1,2,0,0,0,2,2,0,Fuzzers
8440,0.413793,tcp,http,FIN,10,6,1002,268,36.250009,254,252,17438.67188,4330.667969,2,1,43.487667,75.326,2212.531441,113.772281,255,3092451446,2729792582,255,0.106033,0.037154,0.068879,100,45,1,0,1,1,1,1,1,1,0,0,1,5,1,0,Exploits
8441,0.695926,tcp,http,FIN,10,8,916,354,24.427884,254,252,9483.766602,3563.597168,2,1,77.325111,84.637,4083.986927,176.7095,255,1067130632,2937297131,255,0.186848,0.102847,0.084001,92,44,1,0,2,1,1,1,1,1,0,0,1,3,1,0,Reconnaissance
8442,0.622562,tcp,http,FIN,10,6,882,268,24.093986,254,252,10203,2878.428223,2,1,65.999778,107.999,3527.381276,181.879484,255,3834891752,2469863616,255,0.131037,0.082562,0.048475,88,45,1,0,1,1,2,1,1,1,0,0,1,1,2,0,Exploits
8443,0.517269,tcp,http,FIN,10,6,1016,268,28.998451,254,252,14151.24414,3464.348145,2,1,53.324667,80.982797,2818.822195,124.659977,255,3203771621,3271619243,255,0.169407,0.112347,0.05706,102,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
8444,3.060063,tcp,smtp,FIN,54,24,48503,1896,25.162882,62,252,124454.9609,4750.229004,24,8,57.720908,131.344391,6201.89164,263.010781,255,1769784365,1070959651,255,0.114271,0.039141,0.07513,898,79,0,0,1,1,1,1,1,2,0,0,0,2,1,0,Exploits
8445,0.797337,tcp,-,FIN,10,8,532,354,21.320972,254,252,4805.998047,3110.353516,2,1,86.88,109.001289,6256.971221,157.00325,255,2002345318,52314752,255,0.113188,0.034318,0.07887,53,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8446,0.865104,tcp,-,FIN,10,8,564,354,19.650816,254,252,4697.701172,2866.707275,2,1,96.122667,113.900289,6156.066654,173.842062,255,2659068007,3216988659,255,0.137247,0.055102,0.082145,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8447,0.727552,tcp,http,FIN,16,8,11554,354,31.612861,254,252,119106.2656,3408.691162,5,1,48.419731,93.619141,4075.230236,141.930078,255,3918064919,939124483,255,0.120791,0.072212,0.048579,722,44,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Exploits
8448,1.611974,tcp,http,FIN,10,10,812,980,11.786791,62,252,3627.850098,4377.241699,2,2,179.108222,169.750219,10607.29536,347.911656,255,846387138,2584368247,255,0.141547,0.07288,0.068667,81,98,1,34,1,1,1,1,1,1,0,0,1,2,1,0,DoS
8449,0.482987,tcp,http,FIN,10,6,860,268,31.056737,254,252,12820.2207,3710.244873,2,1,53.665222,79.086398,2634.097644,108.936289,255,1206057153,3394228319,255,0.101431,0.046445,0.054986,86,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
8450,0.000035,udp,dns,INT,2,0,134,0,28571.42781,62,0,15314285,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,67,0,0,0,7,2,4,4,4,7,0,0,0,4,7,0,Exploits
8451,0.461669,tcp,http,FIN,10,10,776,4696,41.155027,62,252,12112.57422,73247.28125,2,3,51.296556,41.694667,2516.146168,2903.696474,255,3403116807,860587299,255,0.137508,0.085777,0.051731,78,470,1,1895,3,1,1,1,1,1,0,0,1,1,1,0,Exploits
8452,0.661049,tcp,http,FIN,10,8,812,976,25.716701,62,252,8846.544922,10335.08887,2,2,73.449889,78.49443,4072.941498,157.654844,255,978437353,2544074007,255,0.126074,0.026783,0.099291,81,122,1,71,1,1,2,1,1,1,0,0,1,10,1,0,DoS
8453,0.709014,tcp,http,FIN,10,16,776,11996,35.260235,62,252,7887.009277,126902.9922,2,5,78.779333,42.301201,4486.930433,3909.852391,255,3760889316,1627295994,255,0.090045,0.067826,0.022219,78,750,1,5434,1,1,1,1,1,2,0,0,1,1,1,0,Exploits
8454,1.375599,udp,-,CON,4,4,1676,2776,5.088692,254,60,7310.27002,12108.17969,0,0,458.533,6.891667,648.4565,9.737097,0,0,0,0,0,0,0,419,694,0,0,1,0,1,1,1,1,0,0,0,11,1,0,Exploits
8455,1.179717,tcp,http,FIN,12,24,1212,19986,29.668134,62,252,7534.010742,129888.7813,3,9,107.246999,47.329088,5842.854693,4763.023934,255,269008988,4179261029,255,0.126915,0.05691,0.070005,101,833,1,2887,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
8456,0.657287,tcp,-,FIN,10,8,1378,354,25.863892,254,252,15104.5127,3773.085449,2,1,70.162667,86.857859,4127.082193,168.248484,255,2047087664,3770978460,255,0.112613,0.049275,0.063338,138,44,0,0,6,1,2,1,1,1,0,0,0,3,2,0,Exploits
8457,0.943743,tcp,-,FIN,10,8,564,354,18.013379,254,252,4306.257324,2627.833984,2,1,100.302222,120.79943,6572.422686,160.457437,255,2344565376,2221058170,255,0.155201,0.098144,0.057057,56,44,0,0,2,1,2,2,2,2,0,0,0,2,3,0,Reconnaissance
8458,0.437172,tcp,-,FIN,10,6,808,268,34.311438,254,252,13321.98828,4099.073242,2,1,48.479222,77.567398,2685.541536,127.411672,255,2757187652,3066741668,255,0.08407,0.049326,0.034744,81,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS
8459,0.347311,tcp,-,FIN,12,10,1158,1742,60.464542,62,252,24462.22656,36117.48828,3,3,31.573727,33.857555,1562.801268,50.074668,255,182576418,3304188013,255,0.06187,0.014231,0.047639,97,174,1,199,2,1,24,1,1,1,0,0,1,2,1,0,DoS
8460,1.356559,tcp,-,FIN,18,18,1010,3492,25.800573,62,252,5625.999023,19449.20898,6,7,79.797588,77.542297,4025.721909,93.319609,255,2616552562,1145089355,255,0.123514,0.02346,0.100054,56,194,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
8461,30.121977,ospf,-,INT,42,0,2184,0,1.361132,254,0,566.231079,0,0,0,734.682437,0,861.593813,0,0,0,0,0,0,0,0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8462,30.121977,ospf,-,INT,42,0,2184,0,1.361132,254,0,566.231079,0,0,0,734.682437,0,861.593813,0,0,0,0,0,0,0,0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS
8463,30.121977,ospf,-,INT,42,0,2184,0,1.361132,254,0,566.231079,0,0,0,734.682437,0,861.593813,0,0,0,0,0,0,0,0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS
8464,30.121977,ospf,-,INT,42,0,2184,0,1.361132,254,0,566.231079,0,0,0,734.682437,0,861.593813,0,0,0,0,0,0,0,0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits
8465,30.121977,ospf,-,INT,42,0,2184,0,1.361132,254,0,566.231079,0,0,0,734.682437,0,861.593813,0,0,0,0,0,0,0,0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits
8466,0.000007,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance
8467,2.412513,tcp,smtp,FIN,56,24,48431,1988,32.745937,62,252,157734.2813,6320.380371,24,8,44.667408,99.085391,3466.55372,123.747125,255,2956992591,1340757340,255,0.262421,0.133541,0.12888,865,83,0,0,2,1,3,1,1,3,0,0,0,4,1,0,Exploits
8468,1.200637,tcp,-,FIN,10,8,564,354,14.159151,254,252,3384.869873,2065.570312,2,1,133.268444,158.592281,8373.056327,228.644672,255,3775169536,2711179800,255,0.162908,0.09049,0.072418,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8469,0.000005,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,25,0,0,0,1,1,0,Reconnaissance
8470,1.489078,tcp,http,FIN,10,10,818,2118,12.759573,62,252,3959.49707,10245.26563,2,2,165.453111,156.016891,9824.09896,281.008156,255,2013983858,3243343985,255,0.1341,0.084289,0.049811,82,212,1,594,2,1,1,1,1,1,0,0,1,1,1,0,Exploits
8471,1.268673,tcp,-,FIN,10,8,564,354,13.399829,254,252,3203.347168,1954.798584,2,1,140.853889,168.516281,8382.947122,248.848031,255,2489569924,1809750217,255,0.160519,0.08905,0.071469,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8472,3.707501,tcp,ftp,FIN,24,22,1264,1656,12.137556,62,252,2615.23877,3411.462402,7,9,161.195702,171.289804,9863.627737,12028.64497,255,2752073044,3648910703,255,0.21534,0.10975,0.10559,53,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits
8473,4.755848,tcp,ftp,FIN,24,22,1244,1654,9.462035,62,252,2006.79248,2656.098389,7,9,206.776,221.266531,12039.79011,406.049438,255,3821011002,24041306,255,0.189094,0.10865,0.080444,52,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits
8474,0.000008,udp,dns,INT,2,0,134,0,125000.0003,62,0,67000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,67,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0,Exploits
8475,1.24452,tcp,-,FIN,10,8,1084,354,13.659885,254,252,6273.905273,1992.736206,2,1,135.020111,140.796859,7164.485223,243.743328,255,4127057499,2308555323,255,0.332492,0.258934,0.073558,108,44,0,0,5,1,2,1,1,4,0,0,0,3,4,0,Exploits
8476,0.134831,udp,dns,CON,2,2,134,166,22.250077,62,252,3975.346924,4924.683594,0,0,0.004,0.001,0,0,0,0,0,0,0,0,0,67,83,0,0,4,3,3,3,3,4,0,0,0,3,4,0,Exploits
8477,0.208739,udp,dns,CON,2,2,146,244,14.372015,62,252,2797.752197,4675.695312,0,0,0.003,0.007,0,0,0,0,0,0,0,0,0,73,122,0,0,1,3,1,1,1,1,0,0,0,1,1,0,Exploits
8478,1.292829,tcp,http,FIN,10,10,848,2044,14.696452,62,252,4727.616699,11385.88281,2,2,143.555333,114.763664,8311.768007,189.276266,255,396830127,2778305422,255,0.383597,0.259955,0.123642,85,204,1,570,1,1,1,1,1,1,0,0,1,1,1,0,DoS
8479,3.035098,tcp,http,FIN,12,10,1252,1160,6.919052,254,252,3025.931885,2751.805664,2,2,275.917994,328.204125,18243.7507,557.901375,255,3016181372,2522412014,255,0.112591,0.080464,0.032127,104,116,1,107,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
8480,1.686991,tcp,-,FIN,18,20,1002,4106,21.932542,62,252,4490.835938,18499.20898,6,8,99.234765,91.454891,5777.886355,5301.036598,255,1076857551,251522973,255,0.099929,0.04006,0.059869,56,205,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
8481,0.933941,tcp,http,FIN,10,10,920,988,20.343897,62,252,7092.524902,7623.60791,2,2,103.771222,94.603219,6181.275437,180.282984,255,2748076513,1815429173,255,0.182118,0.061436,0.120682,92,99,1,30,1,1,1,1,1,1,0,0,1,1,1,0,DoS
8482,0.366825,tcp,http,FIN,10,8,846,1922,46.343623,62,252,16618.27734,36682.33984,2,2,40.758333,42.65057,2128.654967,63.788637,255,3904500996,943236496,255,0.140225,0.067668,0.072557,85,240,1,535,1,1,1,1,1,1,0,0,1,5,1,0,Exploits
8483,38.333538,tcp,smtp,FIN,3960,602,5238681,26806,118.981973,254,252,1093008.25,5585.083008,1976,8,9.699786,63.892355,1163.305189,73.440328,255,87515965,2809867308,255,0.165527,0.060961,0.104566,1323,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
8484,0.101355,udp,dns,CON,2,2,134,166,29.598934,62,252,5288.342773,6551.230957,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,67,83,0,0,4,3,3,3,3,4,0,0,0,3,4,0,Exploits
8485,0.542769,tcp,-,FIN,12,6,3536,268,31.320874,254,252,47784.59766,3301.588623,3,1,46.936089,94.077,0,146.248328,255,2728214180,1712672095,255,0.153534,0.072379,0.081155,295,45,0,0,1,1,2,1,1,1,0,0,0,1,4,0,Exploits
8486,2.93256,tcp,-,FIN,22,8,18224,354,9.888971,254,252,47456.14844,845.67749,10,1,139.645714,399.256844,15541.00296,737.874312,255,33000762,4141314299,255,0.190398,0.117874,0.072524,828,44,0,0,3,1,2,1,1,1,0,0,0,1,2,0,Exploits
8487,1.061736,tcp,http,FIN,10,10,758,4218,17.895221,62,252,5146.288574,28609.74805,2,3,117.970667,106.469222,6642.241021,8565.984013,255,1637013761,3790386675,255,0.129494,0.075327,0.054167,76,422,1,1663,2,1,1,1,1,1,0,0,1,1,2,0,Exploits
8488,0.000005,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,84,0,0,0,4,2,10,1,1,1,0,0,0,2,1,0,Reconnaissance
8489,0.73591,tcp,http,FIN,10,8,1368,1032,23.100651,254,252,13392.94238,9816.417969,2,2,81.659667,95.217289,4655.301505,151.744484,255,829401146,822599746,255,0.107626,0.06938,0.038246,137,129,1,98,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
8490,0.814556,tcp,-,FIN,12,10,1152,1364,25.780916,254,252,10371.29395,12060.55859,3,3,74.050543,78.417891,3495.171746,101.540805,255,2402151588,1986541330,255,0.158663,0.108156,0.050507,96,136,0,0,2,1,1,1,1,1,0,0,0,1,1,0,DoS
8491,0.381444,tcp,-,FIN,10,6,924,268,39.324251,254,252,17449.48047,4697.937012,2,1,42.368444,64.273801,2139.803324,87.750664,255,2742508896,2498082523,255,0.11518,0.060071,0.055109,92,45,0,0,1,1,2,1,1,1,0,0,0,1,2,0,Shellcode
8492,2.919962,tcp,-,FIN,28,92,1414,101840,40.753956,62,252,3737.034912,275987.1563,6,44,108.14674,30.626692,6907.989072,3730.205701,255,1295685022,2913036944,255,0.209368,0.132648,0.07672,51,1107,0,0,5,1,1,1,1,6,0,0,0,3,1,0,Exploits
8493,0.999778,tcp,http,FIN,10,8,936,354,17.003775,254,252,6745.497559,2480.550781,2,1,106.242444,131.00957,6092.571842,223.15525,255,2050296354,2915765437,255,0.132151,0.082702,0.049449,94,44,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Exploits
8494,2.888513,ospf,-,INT,82,0,5248,0,28.042109,254,0,14357.55957,0,0,0,35.660656,0,38.80402,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS
8495,0.484169,tcp,http,FIN,10,12,772,8086,43.373284,62,252,11483.59375,122486.1563,2,4,53.796556,39.16109,2631.592562,2933.020356,255,1934806822,1810522697,255,0.162843,0.053193,0.10965,77,674,1,3543,1,1,1,1,1,2,0,0,1,1,1,0,Exploits
8496,1.495055,tcp,http,FIN,10,8,800,354,11.370819,254,252,3852.701172,1658.80188,2,1,162.954667,195.425578,9417.917493,363.758188,255,3112182269,1792826459,255,0.23081,0.127075,0.103735,80,44,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Exploits
8497,0.198608,tcp,http,FIN,10,6,1294,268,75.52566,254,252,46926.60938,9022.798828,2,1,20.580556,38.292,1099.949351,64.418328,255,4197198648,1509543957,255,0.053521,0.007142,0.046379,129,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms
8498,3.233304,tcp,pop3,FIN,40,148,1816,174134,57.835576,62,252,4381.895508,427941.1875,7,72,82.903465,21.834377,4135.703609,2164.590682,255,2311167777,751414682,255,0.150524,0.045476,0.105048,45,1177,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits
